,track_id,track_name,artist_name,acousticness,valence,danceability,kmeans
2981,4aEX8nrDpOxHve37fo8myJ,I'd Still Kiss You,Arthur Nery,0.929,0.0493,0.456,2
2983,61Emqg95O9zo1GNOcyxq4Y,For Tonight,Giveon,0.0699,0.2,0.442,2
2990,5hmNvW5VqPJ96N6om3tO4g,Interlude : Question,ENHYPEN,0.000859,0.216,0.372,2
2996,0DuWDLjriRPjDRoPgaCslY,Love In The Dark,Adele,0.528,0.152,0.331,2
3001,18ddJHQ7CUzNBiy55L0Xjj,WFM,RealestK,0.72,0.247,0.437,2
3026,5g1BARk25uUJtEPSUwcjnU,Hero (feat. Christina Perri),Cash Cash,0.0627,0.148,0.47,2
3032,135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,Benson Boone,0.389,0.116,0.391,2
3036,1IBhYEvvi02tDVByxIiTh4,All Too Well (Taylor's Version),Taylor Swift,0.0171,0.132,0.44,2
3041,2r9CbjYgFhtAmcFv1cSquB,I Almost Do (Taylor's Version),Taylor Swift,0.0167,0.248,0.511,2
3045,05GsNucq8Bngd9fnd4fRa0,Begin Again (Taylor's Version),Taylor Swift,0.075,0.267,0.519,2
3046,0y6kdSRCVQhSsHSpWvTUm7,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Taylor Swift,0.0399,0.155,0.502,2
3047,1gWRnZ52AK1ZUvpjjTteKf,Better Man (Taylor's Version) (From The Vault),Taylor Swift,0.214,0.255,0.473,2
3060,3CiOGu8nBPGfrJr4whAOZX,State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,0.663,0.101,0.445,2
3075,5TYy2SgTQUv6YGWHbryUV8,CACTUS,TWICE,0.122,0.223,0.511,2
3080,13CVSGLSFl4UxpDVR6u3dq,Strangers By Nature,Adele,0.798,0.134,0.387,2
3081,10ImcQk9tihY1EKMDIbvXJ,To Be Loved,Adele,0.843,0.289,0.356,2
3082,2DuPBbS5mIldXnh7Wum8Cy,My Little Love,Adele,0.829,0.102,0.339,2
3083,6v0UJD4a2FtleHeSYVX02A,I Drink Wine,Adele,0.697,0.306,0.437,2
3087,2j3GxEsbNYNeEzz86wDY4J,Love Is A Game,Adele,0.453,0.228,0.269,2
3107,2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,0.616,0.0666,0.398,2
3109,0R14hunYxRvkNZue5WL4Oc,Tahanan,Adie,0.799,0.3,0.394,2
3110,08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,0.868,0.415,0.375,2
