,track_id,track_name,artist_name,instrumentalness,liveness,loudness,kmeans
2617,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,0.0,0.42,-6.181,1
2620,0oaY19dUwZimIgzn3ZZLZO,2 Much,Justin Bieber,0.0,0.353,-8.601,1
2629,7CZRguMolNqIobnXxpV735,Coin,IU,1.25e-06,0.316,-3.351,1
2630,64P4md3mdMM8Dog2aThmzj,Troll (Feat. DEAN),IU,0.0,0.274,-4.186,1
2632,46wDG6evLn2iPoQ0F8CUWk,My sea,IU,0.0,0.35,-6.26,1
2637,3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),Lil Nas X,0.0,0.384,-6.682,1
2644,3UHPGOkUcE4hE7sqBF4Snt,Film out,BTS,0.0,0.331,-6.404,1
2645,61KpQadow081I2AsbeLcsb,deja vu,Olivia Rodrigo,1.07e-05,0.341,-7.236,1
2655,77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),Taylor Swift,0.0,0.333,-4.963,1
2657,2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),Taylor Swift,0.0,0.32,-4.61,1
2663,0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor’s Version),Taylor Swift,0.0,0.333,-3.669,1
2667,2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),Taylor Swift,0.0,0.296,-5.025,1
2677,51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor’s Version),Taylor Swift,0.0,0.343,-6.69,1
2681,0zNo6vxprHTeiFXNTo65ga,ひとりじゃない,SEVENTEEN,0.0,0.303,-4.546,1
2687,4rChXUoYp281MB2tPL4vMm,above the clouds,DAY6,0.0,0.329,-6.254,1
2693,6S0By3u06ttb3kU2XEtWnw,Mixed Up,ENHYPEN,0.0,0.266,-3.944,1
2695,6gGpF8V8miC4O0GZUqSZ9a,Intro : The Invitation,ENHYPEN,0.243,0.283,-6.017,1
2707,20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,0.0,0.647,-2.906,1
2710,0939D7aT18uBDS2MTjWzct,Higher Power,Coldplay,2.44e-05,0.261,-6.023,1
2712,6B8MM3PVQtUbZLay7tP7er,Hot Sauce,NCT DREAM,0.0,0.285,-1.627,1
2715,2JEaSgRiEra5OQrZlnyqXG,Diggity,NCT DREAM,0.0,0.255,-3.085,1
2720,3EFNqXf54nYARxXm5b7kGT,Irreplaceable,NCT DREAM,0.0,0.511,-3.431,1
2723,0KmgJyW4GDgonqsoyx0CZ3,Astronomy,Conan Gray,2.11e-05,0.297,-8.767,1
2724,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Bella Poarch,1.77e-05,0.347,-7.454,1
2729,2cnKST6T9qUo2i907lm8zX,a m a r i,J. Cole,0.0,0.617,-6.173,1
2731,1d7q712nXjG98HiwHk7HFS,a p p l y i n g . p r e s s u r e,J. Cole,0.0,0.312,-5.302,1
2733,4n6NDfYake476trCjJRNl0,1 0 0 . m i l ‘ (with Bas),J. Cole,0.0,0.312,-5.667,1
2735,6Fz2TpxUD0YvAPsuG8nDMJ,MAPA,SB19,0.0,0.378,-4.862,1
2737,2RFzaIg3tJhvJdNIUqvr9R,Got It Like That,B.I,7.76e-05,0.306,-8.21,1
2744,6SRsiMl7w1USE4mFqrOhHC,brutal,Olivia Rodrigo,1.37e-06,0.28,-6.446,1
2760,6pU4nUCle2kZR2k3XV86YF,What if I had been that PUMA,TOMORROW X TOGETHER,0.0,0.362,-5.608,1
2761,7ypFllJwlotXBJfLjsXhvo,Dear Sputnik,TOMORROW X TOGETHER,4.87e-06,0.27,-3.8,1
2762,3Yp61j6axuQe4nxYWvbOXy,Frost,TOMORROW X TOGETHER,0.0,0.382,-5.528,1
2765,68nqgUs4Wzhje6w4HrSWet,Butter (Sweeter Remix),BTS,0.0,0.335,-5.375,1
2766,0xmEcb4yhUy5PS8MHdAvmc,Butter (Cooler Remix),BTS,0.0,0.321,-3.667,1
2771,64xTu0cKbXu3ZSRkfXiBnx,Just as usual,EXO,0.0,0.354,-5.933,1
2775,3KdoeNlEN0BoAKWzaRLNZa,Solar Power,Lorde,0.000105,0.32,-9.405,1
2778,51m3W8o9IlVrdWDEyqSY4F,Conversation,TWICE,0.0,0.303,-4.79,1
2788,7awomfKxYCpcqUlfZav6PD,Wave,SEVENTEEN,6.81e-06,0.309,-6.361,1
2789,3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,0.0,0.359,-4.808,1
2795,6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,3.14e-05,0.364,-3.712,1
2800,0QQoU68nnBRWJqr9ak3mnS,MAPA (Band Version),SB19,0.0,0.387,-10.784,1
2804,5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",0.0,0.511,-5.666,1
2806,3THdOskGxdJcRbp0DcS4s0,Life Is Still Going On,NCT DREAM,0.0,0.303,-3.436,1
2808,0hpYo5x9iNMGz52fRrflbT,Perfect World,TWICE,0.0,0.344,-2.322,1
2813,0LThjFY2iTtNdd4wviwVV2,Permission to Dance,BTS,0.0,0.337,-5.33,1
2818,5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,Doja Cat,0.0,0.347,-4.601,1
2823,5QZw4F3N3PvuKNKHm9L20b,Bazinga,SB19,0.0,0.831,-1.452,1
2825,0EtkP3TUHvTeDIgrpgMS8m,Mana,SB19,0.00195,0.35,-6.164,1
2828,4JeOesjcWWlprTAvucDSJX,People Watching,Conan Gray,0.0,0.314,-7.286,1
2833,7LAmsNJpBaNvNg7VZPXxSv,As the World Caves In,Sarah Cothran,0.0,0.33,-6.834,1
2834,1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,0.0,0.287,-4.813,1
2836,1jxGBe4s8FwL2ZeNWszVuu,I'm Gonna Love You,D.O.,0.0,0.258,-5.452,1
2851,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Lizzo,0.0,0.418,-5.524,1
2854,4IvFOa1p68SZOYfnn81vv1,Samalamig,Shehyee,0.00016,0.281,-5.965,1
2870,0ZJLssJk51m0r4j9OvXcju,California,Lorde,1.13e-06,0.28,-11.214,1
2899,0Zm7NKJgoKY6ZWwtoEUILK,Praise God,Kanye West,9.48e-05,0.258,-6.466,1
2902,73uxnSsFMeJ15POpd3zgrV,Believe What I Say,Kanye West,0.0,0.47,-7.868,1
2903,7DBFslKWQzoRgO0HBBkL3u,24,Kanye West,0.0,0.351,-6.086,1
2904,3gWzTnziivUYzqXtnvgN8q,Jonah,Kanye West,0.0,0.274,-8.375,1
2908,6pTTEPXrL8STDDeudUCt7z,A Christmas Carol,Jose Mari Chan,2.71e-05,0.435,-13.266,1
2914,6jy9yJfgCsMHdu2Oz4BGKX,Papi’s Home,Drake,0.0,0.699,-6.157,1
2915,0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),Drake,4.5e-06,0.323,-6.035,1
2918,4s7QLoImIwmPi9L6dq1nVW,TSU,Drake,3.05e-06,0.39,-9.059,1
2920,2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,Drake,0.0,0.629,-4.751,1
2931,2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,STAYC,0.0,0.659,-3.212,1
2946,1iGQpclvzonFNzy7Ko89V7,Sticker,NCT 127,0.0,0.742,-0.419,1
2953,0zANeX4R6uWb82gCQAguOD,Habang Buhay,Zack Tabudlo,0.0,0.362,-5.719,1
2955,01QhKtUc12FGw2wX7dMYvv,LOCO - English Ver.,ITZY,2.13e-05,0.346,-3.053,1
2959,59c0HrzmHfyQs6LgDw5cHe,LOCO,ITZY,2.04e-05,0.342,-3.067,1
2960,5SixeLvPsYpk7qq9lo5xYg,Have Mercy,Chlöe,0.0,0.345,-6.434,1
2962,6nhc3daOpKaZBRj2ZFWfc7,My Universe - Acoustic Version,Coldplay,0.0,0.313,-6.918,1
2970,6zRLYuhmn4WwHsyvv8qdTj,The Feels - YVES V Remix,TWICE,3.17e-06,0.317,-6.106,1
2973,6LyNmMNe5Xomr3MFL6dS7n,airplane thoughts,dhruv,8.55e-05,0.274,-8.555,1
2980,4R7Wwquqb9c5Nzco5Gy1Uo,Hung Up,Arthur Nery,0.00011,0.691,-10.241,1
2985,3QdjLOemIcMZovVOnvJP7P,Just A Little Bit,ENHYPEN,0.0,0.349,-5.615,1
2986,6IqKFke4ZhKbGYULllEezY,Go Big or Go Home,ENHYPEN,0.0,0.269,-3.993,1
2987,6oSCR9n71tmwWL3GFb65Ec,Upper Side Dreamin’,ENHYPEN,0.0,0.446,-3.027,1
2988,08XshFxOo9rcQagObgcoK6,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,ENHYPEN,0.0,0.348,-4.589,1
2989,59qDYPZPkMPl8qSYRig1xn,"Attention, please!",ENHYPEN,0.0,0.279,-4.593,1
2990,5hmNvW5VqPJ96N6om3tO4g,Interlude : Question,ENHYPEN,0.349,0.501,-5.282,1
2991,20PaIK7cbEwnYFQrLU8USm,Intro : Whiteout,ENHYPEN,0.0268,0.358,-7.363,1
3002,16YZbdkJtyvsjV8UKOwQBB,Romantic Sunday,"Car, the garden",0.00422,0.315,-7.322,1
3011,6o2Pu5qZcinw4mlDlQZFqu,2 MINUS 1 - Bonus Track,SEVENTEEN,0.0,0.32,-5.936,1
3019,2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,0.0,0.461,-6.627,1
3021,3NuLxTXowTRcguTh9RsPmM,The Joker And The Queen,Ed Sheeran,5.24e-05,0.275,-9.975,1
3028,4iN16F8JtVxG2UTzp3avGl,Smokin Out The Window,Bruno Mars,0.0,0.351,-8.529,1
3031,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.0,0.434,-4.424,1
3054,4IQkfUsrwXol38VV3U7t7T,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift,0.0,0.312,-6.918,1
3076,4BBnKqIS2pj2hX0zm0CZZx,REWIND,TWICE,0.0,0.378,-4.865,1
3090,4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,0.0,0.367,-5.692,1
3093,1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,5.29e-05,0.304,-6.941,1
3095,237OjBs3wvamAFpHp0yItw,Peaches,KAI,0.0,0.612,-3.747,1
3096,266QhbDtB6QapuIYRBaLFe,Christmas EveL,Stray Kids,0.0,0.401,-3.895,1
3109,0R14hunYxRvkNZue5WL4Oc,Tahanan,Adie,1.05e-06,0.315,-10.855,1
