track_name,artist_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
I Wanna Know (feat. Bea Miller),NOTD,0.661,0.725,6.0,-4.859,0.0563,0.0253,0.0,0.123,0.605,119.927
Die For You,The Weeknd,0.586,0.525,1.0,-7.163,0.0615,0.111,0.0,0.134,0.508,133.629
Let Go,BTS,0.558,0.863,4.0,-3.53,0.178,0.17,0.0,0.289,0.388,173.908
Don't Leave Me,BTS,0.62,0.778,8.0,-4.622,0.0724,0.116,0.0,0.312,0.386,147.012
One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,9.0,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
Nice For What,Drake,0.567,0.913,8.0,-6.471,0.0736,0.0934,0.000124,0.114,0.792,93.35
A Good Night,John Legend,0.53,0.707,10.0,-5.516,0.203,0.104,0.0,0.105,0.696,109.827
I Like It,Cardi B,0.816,0.726,5.0,-3.998,0.129,0.099,0.0,0.372,0.65,136.048
Hard 2 Face Reality,Poo Bear,0.625,0.626,7.0,-5.281,0.0293,0.22,0.0,0.228,0.282,142.043
Be Careful,Cardi B,0.82,0.568,6.0,-8.23,0.411,0.0256,0.0,0.0952,0.535,152.279
Let Me,ZAYN,0.46,0.567,9.0,-5.637,0.0515,0.239,6.04e-06,0.0934,0.189,168.419
What is Love?,TWICE,0.573,0.91,8.0,-1.578,0.064,0.0846,0.0,0.266,0.602,169.982
Youngblood,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274
Miracle,CHVRCHES,0.577,0.781,5.0,-3.154,0.0315,0.0151,0.0,0.179,0.424,124.012
One I Love,BATE,0.575,0.879,3.0,-4.293,0.0445,0.0259,1.46e-05,0.0925,0.139,149.965
Always,Gavin James,0.504,0.483,4.0,-5.82,0.035,0.0533,0.0,0.099,0.161,122.831
Ferrari,Bebe Rexha,0.577,0.48,8.0,-5.908,0.0297,0.0161,0.0,0.104,0.422,76.54
Myself,Bazzi,0.745,0.561,9.0,-5.513,0.072,0.465,1.12e-06,0.0338,0.902,195.918
no tears left to cry,Ariana Grande,0.703,0.696,0.0,-5.482,0.0529,0.0375,5.65e-06,0.274,0.366,121.969
Somebody,The Chainsmokers,0.532,0.616,10.0,-7.074,0.0328,0.186,0.0,0.0928,0.292,101.883
KOD,J. Cole,0.823,0.783,0.0,-6.274,0.154,0.21,0.0,0.113,0.199,141.882
OTW,Khalid,0.652,0.678,2.0,-6.183,0.0541,0.183,3.26e-05,0.106,0.28,72.989
2002,Anne-Marie,0.697,0.683,1.0,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133
Drink About,Seeb,0.624,0.745,6.0,-2.936,0.0628,0.144,0.0,0.257,0.493,99.971
ATM,J. Cole,0.772,0.498,8.0,-7.661,0.649,0.115,0.0,0.0898,0.351,81.817
Motiv8,J. Cole,0.869,0.385,4.0,-7.801,0.297,0.135,0.0,0.0931,0.596,149.897
Wake Me Up - Radio Edit,Avicii,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08
Levels - Radio Edit,Avicii,0.579,0.887,1.0,-5.961,0.0334,0.0484,0.828,0.294,0.472,126.041
Waiting For Love,Avicii,0.577,0.741,6.0,-3.83,0.0501,0.298,0.0,0.142,0.581,128.081
Hey Brother,Avicii,0.545,0.78,7.0,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
The Nights,Avicii,0.527,0.835,6.0,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983
The Days,Avicii,0.59,0.724,0.0,-3.278,0.0439,0.04,4.07e-05,0.142,0.526,127.059
Broken Arrows,Avicii,0.634,0.674,7.0,-7.145,0.0465,0.0487,0.00116,0.102,0.298,115.995
You Be Love (feat. Billy Raffoul),Avicii,0.826,0.466,4.0,-7.521,0.0425,0.0351,0.0092,0.0833,0.548,124.95
You Make Me,Avicii,0.586,0.727,6.0,-4.799,0.039,0.00247,0.0107,0.152,0.496,124.99
Silhouettes - Original Radio Edit,Avicii,0.605,0.8,5.0,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074
I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,Avicii,0.509,0.79,6.0,-3.782,0.0374,0.332,6.67e-05,0.316,0.638,127.946
For A Better Day,Avicii,0.631,0.836,2.0,-3.386,0.0343,0.0482,0.139,0.135,0.321,134.987
Change Your Mind,ELI,0.826,0.499,6.0,-9.075,0.0735,0.402,0.0,0.405,0.582,114.993
Finest Hour (feat. Abir),Cash Cash,0.656,0.729,5.0,-4.223,0.0765,0.0789,0.0,0.133,0.438,95.974
Bad,Christopher,0.761,0.585,1.0,-7.252,0.1,0.0664,0.0,0.505,0.684,96.09
We Do (feat. Miranda Glory),R3HAB,0.377,0.557,10.0,-5.629,0.102,0.241,0.0,0.105,0.306,69.66
Familiar,Liam Payne,0.636,0.805,9.0,-4.594,0.327,0.0161,0.0,0.0793,0.908,92.958
Chun-Li,Nicki Minaj,0.643,0.766,6.0,-4.788,0.384,0.307,1.38e-05,0.107,0.463,97.092
lovely (with Khalid),Billie Eilish,0.351,0.296,4.0,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
Drunk On You,Zookeepers,0.743,0.616,5.0,-5.708,0.0611,0.156,0.0,0.0921,0.369,162.067
Better Now,Post Malone,0.68,0.578,10.0,-5.804,0.04,0.331,0.0,0.135,0.341,145.038
Paranoid,Post Malone,0.625,0.536,0.0,-5.428,0.0776,0.038,2.31e-05,0.167,0.253,159.914
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5.0,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801
Spoil My Night (feat. Swae Lee),Post Malone,0.672,0.717,1.0,-2.714,0.034,0.341,2.4e-05,0.106,0.225,160.981
Rich & Sad,Post Malone,0.599,0.571,2.0,-4.998,0.0665,0.198,0.0,0.0969,0.285,151.974
Zack And Codeine,Post Malone,0.738,0.824,5.0,-5.165,0.0437,0.15,0.0,0.132,0.386,138.039
Nadarang - Campfire Mix,Kyle Juliano,0.816,0.539,0.0,-8.247,0.0378,0.765,7.78e-06,0.102,0.456,118.057
Have It All,Jason Mraz,0.643,0.617,1.0,-4.95,0.041,0.192,0.0,0.0989,0.592,82.029
Need You Right Now,HEDEGAARD,0.754,0.724,4.0,-4.105,0.0272,0.1,0.0,0.063,0.677,110.016
Youth (feat. Khalid),Shawn Mendes,0.625,0.589,6.0,-6.627,0.0858,0.518,0.0,0.197,0.33,100.003
Bloom,Troye Sivan,0.708,0.701,0.0,-5.196,0.0328,0.031,0.0,0.392,0.504,120.932
The Way I Am,Charlie Puth,0.755,0.769,10.0,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966
This Is America,Childish Gambino,0.854,0.463,5.0,-6.159,0.137,0.117,0.0,0.354,0.549,120.024
You Can Cry,Marshmello,0.491,0.617,4.0,-4.545,0.147,0.0974,0.0,0.27,0.17,126.816
I'll Be There,Jess Glynne,0.623,0.851,7.0,-3.111,0.0409,0.0228,0.0,0.12,0.4,100.063
Genius,Sia,0.622,0.621,11.0,-4.924,0.129,0.0864,9.8e-05,0.121,0.567,158.946
Hold On Tight,R3HAB,0.318,0.647,0.0,-7.132,0.0476,0.454,0.0,0.179,0.528,86.964
Jump (with Trippie Redd),Julia Michaels,0.654,0.547,10.0,-6.598,0.127,0.25,0.0,0.0961,0.507,173.981
Done for Me (feat. Kehlani),Charlie Puth,0.856,0.632,6.0,-3.692,0.074,0.193,0.0,0.0688,0.697,112.009
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.601,0.724,6.0,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
Patient,Charlie Puth,0.675,0.604,1.0,-6.266,0.193,0.752,0.0,0.111,0.456,168.034
Anong Nangyari Sa Ating Dalawa,Moira Dela Torre,0.307,0.213,7.0,-9.309,0.0451,0.944,1.04e-05,0.141,0.199,73.223
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,0.728,0.69,8.0,-4.344,0.0524,0.0164,0.0,0.104,0.415,94.028
Dilemma,Nelly,0.73,0.552,2.0,-8.177,0.146,0.18,6.14e-05,0.224,0.613,168.091
Audio,Sia,0.365,0.692,3.0,-4.586,0.0671,0.192,1.51e-06,0.0862,0.372,89.998
Messy,Kiiara,0.893,0.456,9.0,-5.82,0.167,0.216,0.0,0.326,0.681,108.037
If You're Over Me,Years & Years,0.647,0.853,8.0,-4.516,0.0904,0.0615,0.0,0.062,0.618,103.846
Wonderwall - Remastered,Oasis,0.378,0.896,2.0,-4.066,0.0407,0.000452,0.0,0.194,0.469,174.302
FAKE LOVE,BTS,0.557,0.719,2.0,-4.515,0.0372,0.00267,0.0,0.306,0.344,77.501
The Truth Untold,BTS,0.57,0.422,1.0,-7.561,0.0422,0.372,0.0,0.127,0.169,113.007
Back To You,Selena Gomez,0.6,0.683,6.0,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036
Magic Shop,BTS,0.541,0.661,1.0,-5.838,0.0889,0.103,0.0,0.0779,0.285,149.926
Airplane pt.2,BTS,0.769,0.817,0.0,-4.092,0.0339,0.0268,9.95e-05,0.084,0.866,139.979
134340,BTS,0.664,0.688,11.0,-6.466,0.0543,0.153,9.14e-05,0.173,0.65,106.022
Love Maze,BTS,0.636,0.876,9.0,-4.652,0.0617,0.0487,0.0,0.0728,0.759,149.932
Anpanman,BTS,0.813,0.875,1.0,-2.92,0.0918,0.0237,0.0,0.288,0.756,99.004
So What,BTS,0.656,0.883,9.0,-4.294,0.0737,0.0238,0.0,0.0481,0.46,129.947
Intro: Singularity,BTS,0.775,0.271,1.0,-9.131,0.092,0.554,0.00285,0.112,0.204,104.001
Outro: Tear,BTS,0.711,0.903,6.0,-2.723,0.247,0.327,0.0,0.0887,0.467,140.015
Sangria Wine,Pharrell Williams,0.831,0.713,1.0,-3.646,0.094,0.181,0.0,0.0572,0.69,132.109
Solo (feat. Demi Lovato),Clean Bandit,0.737,0.636,11.0,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005
Where Were You In The Morning?,Shawn Mendes,0.708,0.517,7.0,-7.466,0.0618,0.556,0.0,0.0992,0.457,87.992
Start Again (feat. Logic),OneRepublic,0.564,0.722,1.0,-5.59,0.124,0.162,0.0,0.0931,0.276,99.083
Jackie Chan,Tiësto,0.747,0.834,3.0,-2.867,0.045,0.374,0.0,0.0586,0.687,128.005
Babies (feat. Alessia Cara),KYLE,0.672,0.543,6.0,-7.07,0.0335,0.121,8.05e-05,0.331,0.198,90.025
Youth feat. Khalid,Shawn Mendes,0.518,0.596,6.0,-6.653,0.124,0.569,0.0,0.133,0.326,100.28
Nervous,Shawn Mendes,0.841,0.622,0.0,-6.763,0.0756,0.041,0.0,0.126,0.738,121.988
Ako Muna,Yeng Constantino,0.547,0.573,6.0,-5.184,0.0311,0.576,0.000153,0.0676,0.193,135.991
Entertainer,ZAYN,0.706,0.569,5.0,-7.979,0.0368,0.501,2.59e-05,0.095,0.54,154.007
Fallin' All In You,Shawn Mendes,0.853,0.477,8.0,-6.697,0.0362,0.401,0.0,0.111,0.8,92.03
Bracelet,Lauv,0.652,0.737,7.0,-5.046,0.035,0.195,0.0,0.224,0.274,114.007
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,0.618,0.845,2.0,0.175,0.132,0.114,0.0,0.415,0.486,171.921
New Light,John Mayer,0.828,0.689,7.0,-7.878,0.0326,0.325,0.0384,0.0808,0.853,123.931
Rise,Jonas Blue,0.69,0.784,1.0,-4.653,0.032,0.323,0.0,0.203,0.669,106.066
'Di Na Muli,Janine Teñoso,0.413,0.561,1.0,-3.092,0.0517,0.192,0.0,0.0914,0.352,88.69
Kundiman,Silent Sanctuary,0.335,0.571,11.0,-4.711,0.0243,0.564,0.0,0.137,0.454,93.572
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.851,0.541,0.0,-6.825,0.0505,0.568,0.0,0.13,0.448,124.959
Give Yourself A Try,The 1975,0.331,0.784,11.0,-5.002,0.0561,3.12e-05,0.0,0.427,0.902,182.964
Lucid Dreams,Juice WRLD,0.511,0.566,6.0,-7.23,0.2,0.349,0.0,0.34,0.218,83.903
Ghost Town,Kanye West,0.572,0.543,7.0,-4.251,0.0287,0.0954,0.0,0.329,0.329,83.364
All Mine,Kanye West,0.925,0.308,11.0,-6.562,0.338,0.125,0.0,0.0933,0.265,122.099
Yikes,Kanye West,0.676,0.777,1.0,-3.241,0.357,0.145,0.0,0.228,0.226,173.931
Wouldn't Leave,Kanye West,0.555,0.433,3.0,-8.559,0.546,0.494,0.0,0.313,0.352,164.236
I Thought About Killing You,Kanye West,0.742,0.407,2.0,-6.938,0.426,0.822,0.0,0.0541,0.39,116.064
Say You Won’t Let Go,Chlara,0.461,0.293,1.0,-9.0,0.0496,0.839,0.0,0.118,0.415,153.521
Girls Like You,Maroon 5,0.601,0.469,0.0,-7.157,0.0563,0.571,1.12e-06,0.128,0.399,60.356
FAKE LOVE (Rocking Vibe Mix),BTS,0.463,0.804,2.0,-4.009,0.0391,0.0573,0.0,0.432,0.352,154.913
Let Me Down Slowly,Alec Benjamin,0.649,0.548,1.0,-5.692,0.0318,0.733,0.0,0.136,0.506,150.036
Forget to Forget,SHY Martin,0.918,0.602,1.0,-8.891,0.0603,0.0732,1.94e-05,0.417,0.81,110.996
Never Not,Lauv,0.47,0.221,5.0,-9.243,0.0371,0.693,0.0,0.104,0.264,133.714
Colour,MNEK,0.683,0.782,0.0,-2.989,0.0497,0.408,0.0,0.236,0.673,100.954
You Deserve Better,James Arthur,0.516,0.56,6.0,-7.116,0.486,0.0322,0.0,0.15,0.696,98.94
Enemies,Lauv,0.696,0.693,3.0,-4.64,0.044,0.175,0.0,0.122,0.601,126.025
Heartbeats,Andrea Babierra,0.62,0.42,8.0,-11.277,0.0283,0.715,0.00941,0.111,0.32,135.942
We & Us,Moira Dela Torre,0.756,0.392,8.0,-8.513,0.0339,0.767,1.4e-05,0.104,0.154,104.856
Follow My Lead,Ex Battalion,0.699,0.674,7.0,-5.627,0.0328,0.277,0.0,0.0427,0.488,100.056
Midsummer Madness,88rising,0.409,0.678,9.0,-7.731,0.0878,0.359,4.76e-06,0.167,0.168,89.968
Hooked,Why Don't We,0.631,0.624,1.0,-5.504,0.0597,0.0718,0.0,0.145,0.392,179.925
I'm Upset,Drake,0.899,0.592,11.0,-7.901,0.333,0.263,0.0,0.0831,0.504,149.953
Dance To This (feat. Ariana Grande),Troye Sivan,0.736,0.756,11.0,-7.099,0.047,0.00632,0.00577,0.106,0.712,117.016
Taste (feat. Offset),Tyga,0.884,0.559,0.0,-7.442,0.12,0.0236,0.0,0.101,0.342,97.994
DDU-DU DDU-DU,BLACKPINK,0.671,0.859,4.0,-3.922,0.0833,0.0313,0.0,0.267,0.39,139.931
Forever Young,BLACKPINK,0.592,0.961,4.0,-1.807,0.096,0.0423,0.0,0.0882,0.508,109.826
Really,BLACKPINK,0.696,0.881,1.0,-2.082,0.104,0.0235,0.0,0.277,0.947,142.019
See U Later,BLACKPINK,0.74,0.926,9.0,-3.965,0.112,0.0376,0.0,0.582,0.571,106.987
Ocean (feat. Khalid),Martin Garrix,0.506,0.693,0.0,-7.265,0.0412,0.584,9.58e-05,0.0891,0.221,139.912
Bed (feat. Ariana Grande),Nicki Minaj,0.589,0.714,7.0,-6.308,0.258,0.0551,0.00013,0.131,0.42,118.611
Growing Pains,Alessia Cara,0.353,0.755,1.0,-6.276,0.733,0.0822,0.0,0.39,0.437,191.153
Lie To Me,5 Seconds of Summer,0.633,0.478,0.0,-5.571,0.0359,0.0115,0.0,0.103,0.692,159.951
Moving Along,5 Seconds of Summer,0.713,0.829,11.0,-4.297,0.203,0.00529,0.0,0.221,0.845,149.996
PLAYING WITH FIRE - KR Ver.,BLACKPINK,0.704,0.758,4.0,-4.393,0.108,0.044,0.0,0.186,0.663,97.052
BOOMBAYAH - KR Ver.,BLACKPINK,0.657,0.85,5.0,-3.157,0.0694,0.00264,0.0,0.412,0.375,124.882
Dura,Daddy Yankee,0.786,0.846,1.0,-3.468,0.0505,0.174,0.0,0.413,0.819,95.005
Pa-Umaga,Al James,0.895,0.506,0.0,-9.08,0.0473,0.173,0.00046,0.104,0.597,130.029
Born To Be Yours,Kygo,0.688,0.688,3.0,-5.84,0.0357,0.3,0.0,0.0982,0.451,114.011
I'm a Mess,Bebe Rexha,0.63,0.694,11.0,-6.257,0.0253,0.00281,0.0,0.0719,0.216,97.005
Like To Be You feat. Julia Michaels,Shawn Mendes,0.736,0.45,2.0,-9.406,0.228,0.809,0.0,0.108,0.663,153.888
changes,XXXTENTACION,0.669,0.308,11.0,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934
Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.533,0.0,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036
Moonlight,XXXTENTACION,0.921,0.537,9.0,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009
Everybody Dies In Their Nightmares,XXXTENTACION,0.734,0.57,7.0,-7.066,0.133,0.847,2.14e-05,0.112,0.689,129.953
the remedy for a broken heart (why am I so in love),XXXTENTACION,0.699,0.304,1.0,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705
imagine if,Garrett Nash,0.907,0.452,8.0,-6.673,0.187,0.568,0.0,0.244,0.691,92.063
the light is coming (feat. Nicki Minaj),Ariana Grande,0.879,0.544,6.0,-5.667,0.151,0.0149,1.14e-05,0.0291,0.67,99.005
Ex,Callalily,0.499,0.381,7.0,-7.855,0.0373,0.586,0.0,0.086,0.57,157.332
High Hopes,Panic! At The Disco,0.579,0.904,5.0,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014
ocean eyes,Billie Eilish,0.511,0.363,4.0,-7.65,0.041,0.816,0.0317,0.084,0.169,144.892
Only You (with Little Mix),Cheat Codes,0.607,0.74,4.0,-4.793,0.172,0.0829,0.0,0.105,0.219,108.05
BAAM,MOMOLAND,0.725,0.94,5.0,-2.32,0.0435,0.115,0.00431,0.0864,0.905,127.051
Safe,Daya,0.412,0.696,0.0,-3.681,0.0508,0.089,0.0,0.138,0.376,87.622
Don’t Matter To Me,Drake,0.825,0.317,10.0,-12.39,0.0583,0.497,0.0128,0.11,0.136,103.001
SUNRISE,Ben&Ben,0.544,0.61,8.0,-8.383,0.0635,0.246,3.62e-06,0.0869,0.447,125.869
8 Out Of 10,Drake,0.534,0.684,11.0,-7.874,0.717,0.164,0.0,0.499,0.338,170.416
In My Feelings,Drake,0.735,0.482,8.0,-9.445,0.139,0.00623,0.0144,0.448,0.315,181.995
Survival,Drake,0.685,0.593,9.0,-9.083,0.284,0.134,0.0,0.123,0.144,84.763
Nonstop,Drake,0.909,0.405,6.0,-8.133,0.14,0.0306,0.00698,0.105,0.455,154.984
Emotionless,Drake,0.413,0.676,1.0,-5.124,0.213,0.0239,0.0,0.0811,0.0827,173.478
Elevate,Drake,0.755,0.47,1.0,-8.72,0.139,0.0153,0.0,0.118,0.0604,76.056
APESHIT,The Carters,0.705,0.784,2.0,-6.477,0.271,0.0133,0.0,0.168,0.377,160.035
Takipsilim,Autotelic,0.676,0.694,4.0,-4.598,0.0305,0.0543,7.2e-05,0.1,0.744,120.015
Talk Up,Drake,0.759,0.479,11.0,-10.65,0.186,0.0039,5.3e-06,0.302,0.347,140.089
Lumalapit,The Juans,0.545,0.612,2.0,-9.119,0.0274,0.0174,0.0148,0.129,0.553,92.039
Mob Ties,Drake,0.755,0.575,4.0,-8.392,0.0673,0.0443,0.00127,0.276,0.493,85.994
Your Song - My One and Only You,Julie Anne San Jose,0.506,0.343,6.0,-7.726,0.0282,0.744,0.0,0.0751,0.37,83.957
Bulong,December Avenue,0.5,0.728,9.0,-5.472,0.0313,0.0319,0.0,0.0782,0.351,134.877
DDU-DU DDU-DU - KR Ver.,BLACKPINK,0.665,0.86,4.0,-3.921,0.0761,0.0322,0.0,0.281,0.372,139.973
FOREVER YOUNG - KR Ver.,BLACKPINK,0.615,0.96,4.0,-1.807,0.09,0.0419,0.0,0.0925,0.504,110.058
Connection,OneRepublic,0.611,0.602,5.0,-4.89,0.0437,0.000837,0.0,0.112,0.624,168.154
REALLY - KR Ver.,BLACKPINK,0.695,0.882,1.0,-2.08,0.104,0.0234,0.0,0.315,0.947,142.025
I See Love - From Hotel Transylvania 3,Jonas Blue,0.736,0.706,2.0,-3.899,0.0438,0.0133,0.0,0.324,0.758,123.047
"Susi (From the Film ""GOYO - Ang Batang Heneral"")",Ben&Ben,0.325,0.413,7.0,-7.936,0.0366,0.291,2.96e-06,0.0689,0.289,165.959
Boo'd Up,Ella Mai,0.561,0.779,10.0,-5.107,0.0531,0.0862,0.0,0.078,0.235,81.965
SoulMate,Justin Timberlake,0.765,0.784,7.0,-5.215,0.0488,0.0222,0.00121,0.187,0.449,109.956
SEE U LATER - KR Ver.,BLACKPINK,0.744,0.927,9.0,-3.973,0.107,0.0399,0.0,0.579,0.559,106.981
all the kids are depressed,Jeremy Zucker,0.773,0.437,9.0,-8.281,0.0963,0.836,2.42e-05,0.544,0.707,103.861
We Can't Stop,Boyce Avenue,0.705,0.347,2.0,-8.249,0.0301,0.674,0.0,0.12,0.36,80.057
Rewrite the Stars,Joseph Vincent,0.786,0.123,6.0,-12.659,0.0391,0.863,0.0,0.103,0.316,122.936
2002 - Acoustic,Amber Leigh Irish,0.593,0.296,0.0,-9.331,0.0859,0.843,0.0,0.0742,0.606,165.817
Girls Like You - Acoustic,Matt Johnson,0.535,0.104,6.0,-12.761,0.106,0.932,0.0,0.125,0.522,165.376
Dance The Night Away,TWICE,0.711,0.861,0.0,-2.905,0.0924,0.106,4.4e-05,0.112,0.78,118.004
Talk,Why Don't We,0.795,0.7,6.0,-5.221,0.107,0.0588,0.0,0.0977,0.798,120.002
Summertime Magic,Childish Gambino,0.76,0.579,0.0,-7.374,0.0567,0.0127,0.00344,0.106,0.129,100.011
Body,Loud Luxury,0.752,0.764,1.0,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
In My Prison,IV Of Spades,0.696,0.817,6.0,-8.014,0.0363,0.0293,0.0619,0.208,0.705,115.021
God is a woman,Ariana Grande,0.604,0.673,1.0,-5.979,0.0545,0.0268,3.32e-05,0.187,0.287,144.971
Midnight Sky,Unique Salonga,0.496,0.155,5.0,-8.477,0.0454,0.899,3.78e-05,0.123,0.158,119.186
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,6.0,-7.648,0.321,0.555,0.0,0.116,0.319,89.391
Jumpsuit,Twenty One Pilots,0.619,0.628,11.0,-8.307,0.038,0.00781,0.207,0.206,0.232,127.065
LOVE SCENARIO,iKON,0.806,0.707,7.0,-4.623,0.0307,0.331,0.0,0.294,0.746,118.011
Bakit Ba Ikaw,Michael Pangilinan,0.668,0.48,10.0,-5.469,0.0284,0.549,0.0,0.112,0.277,119.903
Thru These Tears,LANY,0.711,0.517,11.0,-7.695,0.0391,0.154,0.0,0.149,0.294,119.945
Sun In Our Eyes,MØ,0.757,0.832,4.0,-3.318,0.0758,0.0384,0.00241,0.661,0.386,125.894
Feel,Triple H,0.756,0.858,2.0,-2.328,0.105,0.0699,1.41e-06,0.114,0.685,98.027
Don’t Matter To Me (with Michael Jackson),Drake,0.822,0.318,10.0,-12.391,0.0575,0.493,0.0128,0.11,0.138,102.998
Love It If We Made It,The 1975,0.479,0.727,4.0,-5.369,0.0357,0.000718,1.97e-05,0.0644,0.0577,180.09
Happy Now,Zedd,0.503,0.741,4.0,-5.128,0.047,0.579,1.49e-06,0.0712,0.458,88.335
Natural,Imagine Dragons,0.448,0.612,2.0,-6.106,0.0708,0.216,0.0,0.08,0.213,97.773
Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,0.59,0.407,4.0,-9.079,0.0361,0.861,9.95e-06,0.094,0.276,145.852
Kung 'Di Rin Lang Ikaw,December Avenue,0.502,0.482,4.0,-4.736,0.0288,0.161,0.0,0.187,0.132,133.894
Sana - Single Version,I Belong to the Zoo,0.66,0.373,7.0,-7.874,0.029,0.701,0.0,0.226,0.348,126.887
Kahit Di Mo Alam,December Avenue,0.45,0.648,10.0,-4.516,0.0308,0.132,2.37e-05,0.11,0.282,144.814
you should see me in a crown,Billie Eilish,0.697,0.552,1.0,-10.271,0.196,0.479,0.127,0.147,0.278,75.235
Your Song (My One and Only You),Julie Anne San Jose,0.507,0.367,6.0,-7.213,0.0285,0.726,0.0,0.0765,0.362,84.026
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,0.931,0.387,1.0,-9.127,0.412,0.088,0.0,0.136,0.376,125.978
Don't Leave Me Alone (feat. Anne-Marie),David Guetta,0.659,0.738,4.0,-5.072,0.0477,0.118,0.0,0.115,0.481,127.95
One Day (feat. Ryan Tedder),Logic,0.529,0.871,10.0,-5.831,0.155,0.118,0.000164,0.115,0.272,189.837
No Brainer,DJ Khaled,0.552,0.76,0.0,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702
Eroplanong Papel,December Avenue,0.471,0.647,0.0,-3.549,0.0347,0.00753,0.0,0.111,0.15,138.998
In My Mind,Dynoro,0.694,0.77,6.0,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905
"You Are The Reason - Acoustic, 1 Mic 1 Take/Live From Abbey Road Studios",Calum Scott,0.672,0.25,10.0,-9.539,0.0336,0.913,1.65e-05,0.125,0.136,81.979
So Sick - Acoustic,Ne-Yo,0.465,0.237,6.0,-7.74,0.0516,0.885,0.0,0.244,0.529,90.792
Be Alright,Dean Lewis,0.553,0.586,11.0,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684
Side Effects (feat. Emily Warren),The Chainsmokers,0.673,0.71,8.0,-6.744,0.0324,0.00277,0.0,0.55,0.54,110.017
Darkside,Alan Walker,0.425,0.642,4.0,-5.06,0.0502,0.164,0.0,0.118,0.112,170.008
Summer on You,PRETTYMUCH,0.811,0.447,4.0,-6.55,0.0414,0.636,0.0,0.462,0.694,99.995
Still New York (feat. Joey Bada$$),MAX,0.662,0.677,1.0,-6.371,0.0405,0.23,0.0,0.369,0.346,99.017
STARGAZING,Travis Scott,0.487,0.789,8.0,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007
KILLING ME,iKON,0.76,0.672,9.0,-5.277,0.0732,0.465,0.0,0.205,0.505,127.986
Beautiful (feat. Camila Cabello),Bazzi,0.638,0.717,2.0,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027
Too Much (feat. Timbaland),ZAYN,0.446,0.635,0.0,-4.476,0.0533,0.00434,0.000642,0.122,0.301,89.856
High On Life (feat. Bonn),Martin Garrix,0.414,0.486,6.0,-6.431,0.0311,0.0129,0.0,0.111,0.368,128.038
SICKO MODE,Travis Scott,0.834,0.73,8.0,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
"Closer You and I - From ""Loving in Tandem""",Michael Pangilinan,0.207,0.535,0.0,-6.82,0.0414,0.201,0.0,0.336,0.264,199.909
Akala,Marion Aunor,0.502,0.185,10.0,-11.423,0.0635,0.864,0.0,0.105,0.185,125.044
Power Up,Red Velvet,0.732,0.934,8.0,-4.618,0.144,0.0774,0.00745,0.306,0.898,159.998
"Bad Boy - English Version, Bonus Track",Red Velvet,0.723,0.726,2.0,-4.512,0.043,0.21,0.0,0.061,0.839,150.011
Body (feat. brando),Loud Luxury,0.752,0.764,1.0,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
The Day You Said Goodnight,Hale,0.558,0.553,4.0,-6.669,0.0323,0.492,0.0,0.116,0.251,134.263
