track_name,artist_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Be My Mistake,The 1975,0.572,0.155,6.0,-14.405,0.0344,0.835,0.000137,0.0906,0.0949,109.923
RBB (Really Bad Boy),Red Velvet,0.719,0.85,2.0,-3.229,0.0317,0.012,0.000239,0.114,0.367,150.059
Better To Lie (with Jesse & Swae Lee),benny blanco,0.758,0.602,10.0,-7.909,0.094,0.0376,4.77e-06,0.111,0.519,155.038
Going Bad (feat. Drake),Meek Mill,0.889,0.496,4.0,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003
Islands,Reese Lansangan,0.525,0.548,9.0,-7.366,0.0739,0.784,3.55e-06,0.3,0.406,92.237
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.601,0.794,7.0,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066
Kunwari,Sponge Cola,0.642,0.845,3.0,-5.144,0.0261,0.0778,0.0,0.255,0.837,120.008
Love Shot,EXO,0.689,0.678,5.0,-4.287,0.119,0.0702,0.0,0.0889,0.335,145.883
imagine,Ariana Grande,0.714,0.474,8.0,-4.993,0.039,0.374,0.0,0.106,0.376,62.484
Maikee's Letters,Just Hush,0.707,0.503,0.0,-8.266,0.0742,0.171,0.00197,0.0586,0.295,121.931
Miss Independent,Ne-Yo,0.673,0.683,1.0,-5.693,0.115,0.522,0.0,0.235,0.713,171.86
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,0.766,0.881,9.0,-5.158,0.137,0.0166,2.3e-06,0.347,0.674,112.027
Dating Tayo,TJ Monterde,0.551,0.329,7.0,-10.731,0.0431,0.648,3.82e-05,0.0925,0.331,139.699
This Feeling,The Chainsmokers,0.575,0.571,1.0,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049
Hope,The Chainsmokers,0.773,0.699,1.0,-5.982,0.0958,0.488,3.6e-06,0.0814,0.513,104.941
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,0.774,0.511,11.0,-8.914,0.0319,0.322,0.0,0.0672,0.771,94.736
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0.451,0.24,1.0,-14.014,0.0351,0.912,2.45e-06,0.175,0.701,134.009
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,0.583,0.572,1.0,-4.776,0.0366,0.738,0.0,0.266,0.684,113.998
Santa Baby,Ariana Grande,0.748,0.778,0.0,-5.752,0.137,0.0501,0.0,0.284,0.777,95.989
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.328,0.607,2.0,-11.076,0.0315,0.318,0.0,0.765,0.395,146.537
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.603,0.321,2.0,-11.489,0.0599,0.881,0.0,0.34,0.844,143.104
Underneath the Tree,Kelly Clarkson,0.509,0.812,8.0,-5.438,0.0537,0.0013,1.99e-05,0.214,0.689,159.876
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,0.724,0.276,7.0,-12.25,0.0599,0.76,0.0,0.116,0.718,112.874
A Holly Jolly Christmas - Single Version,Burl Ives,0.683,0.375,0.0,-13.056,0.0303,0.579,0.0,0.076,0.888,140.467
The Christmas Song (Merry Christmas To You),Nat King Cole,0.319,0.21,1.0,-15.231,0.0341,0.92,8.06e-05,0.138,0.209,78.696
White Christmas,Bing Crosby,0.317,0.158,9.0,-16.485,0.0381,0.673,0.353,0.338,0.247,130.503
Christmas (Baby Please Come Home),Mariah Carey,0.561,0.782,3.0,-7.444,0.0317,0.022,0.0,0.109,0.704,127.148
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,0.666,0.841,2.0,-3.592,0.0312,0.613,0.0,0.113,0.84,128.706
Tanging Hiling Ngayong Pasko,Kithara,0.352,0.128,6.0,-15.034,0.0405,0.874,4.11e-06,0.257,0.282,78.597
Driving Home for Christmas,Chris Rea,0.497,0.661,9.0,-9.047,0.0361,0.328,0.000317,0.211,0.894,180.225
Hallelujah,Pentatonix,0.322,0.377,7.0,-7.385,0.0356,0.454,0.0,0.338,0.366,118.669
I'll Be Home,Meghan Trainor,0.514,0.362,2.0,-7.758,0.0263,0.303,9.3e-06,0.104,0.301,84.767
Blue Christmas,Elvis Presley,0.465,0.27,4.0,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518
Happy Xmas (War Is Over) (feat. Sean Ono Lennon),Miley Cyrus,0.284,0.637,9.0,-4.893,0.0486,0.0626,0.0,0.371,0.197,92.045
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,0.357,0.668,0.0,-8.444,0.0479,0.362,1.37e-06,0.727,0.407,139.986
You Just Know It's Christmas,The Company,0.705,0.584,6.0,-8.849,0.0365,0.848,0.0,0.172,0.82,113.892
Feliz Navidad - Recorded at Spotify Studios NYC,Why Don't We,0.725,0.58,11.0,-5.422,0.0433,0.225,0.0,0.0779,0.66,133.974
One More Sleep,Leona Lewis,0.638,0.813,11.0,-3.849,0.0362,0.464,0.0,0.344,0.754,112.986
White Christmas (with Shania Twain),Michael Bublé,0.628,0.484,10.0,-7.588,0.0319,0.469,1.23e-05,0.126,0.642,63.476
This Christmas,Christina Aguilera,0.575,0.744,1.0,-5.466,0.0603,0.0687,0.0,0.0723,0.701,183.79
Pangako sa Pasko,Cocoy Claravall,0.303,0.13,0.0,-16.852,0.032,0.962,0.366,0.319,0.148,96.873
Joy To The World,Nat King Cole,0.553,0.337,10.0,-10.334,0.03,0.818,0.0,0.113,0.662,101.918
What Christmas Means To Me,Stevie Wonder,0.478,0.542,5.0,-10.135,0.0367,0.244,0.0,0.0839,0.821,167.486
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,0.273,0.161,6.0,-16.091,0.0357,0.961,0.000905,0.112,0.111,64.16
Merry Christmas Everyone - Remastered,Shakin' Stevens,0.541,0.909,9.0,-3.101,0.0358,0.128,0.0,0.128,0.962,203.862
Run Rudolph Run - Single Version,Chuck Berry,0.681,0.715,7.0,-10.609,0.0912,0.812,9.43e-06,0.0777,0.957,152.132
"Merry Christmas, Happy Holidays",*NSYNC,0.643,0.939,5.0,-3.967,0.0463,0.104,0.0,0.881,0.756,104.999
Wow.,Post Malone,0.833,0.539,11.0,-7.399,0.178,0.163,2.1e-06,0.101,0.385,99.947
"Fire On Fire - From ""Watership Down""",Sam Smith,0.584,0.407,1.0,-7.356,0.046,0.476,0.0,0.18,0.341,115.124
Dalaga,ALLMO$T,0.939,0.497,1.0,-10.441,0.0767,0.529,9.11e-05,0.0895,0.588,109.976
Take That Man,IV Of Spades,0.53,0.833,4.0,-6.778,0.0344,0.000451,0.016,0.409,0.741,147.911
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,0.737,0.747,10.0,-4.818,0.0323,0.269,0.0,0.219,0.447,105.943
Trampoline,SHAED,0.689,0.412,7.0,-7.523,0.0301,0.488,0.00016,0.0659,0.537,126.754
Pauwi Nako,PDL,0.657,0.746,1.0,-6.277,0.0464,0.0175,0.0,0.107,0.467,136.887
Cebuana - Muffin Remix,Karencitta,0.722,0.874,0.0,-4.282,0.0523,0.125,0.0607,0.189,0.682,98.022
Call You (feat. Nasri of MAGIC!),Cash Cash,0.494,0.767,10.0,-4.101,0.051,0.12,0.0,0.374,0.112,125.506
No Apology (Wala Akong Paki),Karencitta,0.709,0.687,6.0,-5.695,0.173,0.0126,6.51e-06,0.17,0.62,104.876
Control (feat. Bryce Vine & Dan Caplen),Feder,0.739,0.698,11.0,-4.826,0.149,0.122,0.0,0.0824,0.715,108.917
Chambe,Alex Gonzaga,0.853,0.826,8.0,-5.318,0.116,0.0999,3.88e-05,0.146,0.767,101.509
Tears & Tantrums,XYLØ,0.724,0.812,3.0,-4.54,0.0369,0.0408,0.000262,0.0977,0.671,109.996
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - R3hab Remix",Rudimental,0.697,0.738,0.0,-4.673,0.049,0.225,9.91e-06,0.141,0.686,92.005
Fly,Marshmello,0.63,0.9,4.0,-3.955,0.0387,0.000639,0.852,0.203,0.155,134.988
Missin You Crazy,Russ,0.716,0.729,5.0,-6.313,0.117,0.0991,0.0,0.0842,0.276,131.975
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,0.735,0.451,0.0,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,Skylar Grey,0.378,0.457,2.0,-9.292,0.0477,0.401,0.0,0.0917,0.261,74.818
Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,December Avenue,0.605,0.336,11.0,-8.732,0.0362,0.828,0.0,0.104,0.198,127.907
Undecided,Chris Brown,0.441,0.527,3.0,-5.318,0.0966,0.172,0.0,0.233,0.589,96.37
Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,3.0,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057
Anino,Up Dharma Down,0.562,0.787,9.0,-4.018,0.0282,0.254,0.000152,0.688,0.446,162.027
Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,8.0,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998
Lost in the Fire,Gesaffelstein,0.663,0.675,2.0,-12.159,0.0359,0.0863,0.00133,0.117,0.176,101.004
Giant (with Rag'n'Bone Man),Calvin Harris,0.807,0.887,1.0,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015
Nights Like This (feat. Ty Dolla $ign),Kehlani,0.61,0.725,8.0,-5.131,0.15,0.367,0.0,0.154,0.291,146.163
7 rings,Ariana Grande,0.725,0.321,1.0,-10.744,0.323,0.578,0.0,0.0884,0.319,70.142
Ikaw At Ako,Moira Dela Torre,0.445,0.355,4.0,-7.351,0.0289,0.887,0.00179,0.322,0.366,135.525
Bawat Kaluluwa,IV Of Spades,0.705,0.519,5.0,-7.29,0.0341,0.0609,0.0324,0.305,0.521,116.983
Dulo Ng Hangganan,IV Of Spades,0.565,0.565,9.0,-8.52,0.0368,0.494,0.00262,0.127,0.35,136.042
Come Inside Of My Heart,IV Of Spades,0.676,0.565,10.0,-9.411,0.03,0.00321,0.000579,0.241,0.689,113.007
Sweet Shadow,IV Of Spades,0.595,0.723,2.0,-6.737,0.0266,0.00329,3.41e-05,0.157,0.349,127.972
My Juliana,IV Of Spades,0.531,0.552,5.0,-10.887,0.0327,0.143,3.4e-05,0.103,0.234,164.028
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,0.611,0.52,0.0,-5.445,0.0346,0.0132,0.0,0.105,0.771,159.927
No Place,Backstreet Boys,0.716,0.533,3.0,-5.44,0.0281,0.146,0.0,0.0913,0.509,91.997
214,Rivermaya,0.537,0.561,4.0,-6.961,0.0297,0.423,1.64e-06,0.134,0.242,78.13
Someone You Loved,Lewis Capaldi,0.501,0.405,1.0,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891
Big Plans,Why Don't We,0.693,0.604,11.0,-5.279,0.0427,0.0668,0.0,0.114,0.651,75.014
MIDDLE CHILD,J. Cole,0.837,0.364,8.0,-11.713,0.276,0.149,0.0,0.271,0.463,123.984
i'm so tired...,Lauv,0.599,0.733,11.0,-7.058,0.203,0.176,0.0,0.242,0.534,102.211
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,0.588,0.821,5.0,-6.54,0.216,0.00579,0.000275,0.208,0.509,188.098
Anxiety (with Selena Gomez),Julia Michaels,0.803,0.384,7.0,-6.522,0.179,0.573,0.0,0.194,0.503,141.926
bury a friend,Billie Eilish,0.905,0.389,8.0,-14.505,0.332,0.74,0.162,0.106,0.196,120.046
WHISTLE - KR Ver.,BLACKPINK,0.827,0.722,6.0,-4.804,0.0945,0.00579,0.0,0.0935,0.589,102.972
a lot,21 Savage,0.837,0.636,1.0,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972
Bones (feat. OneRepublic),Galantis,0.658,0.804,0.0,-5.735,0.0377,0.00463,0.0,0.178,0.508,120.047
"break up with your girlfriend, i'm bored",Ariana Grande,0.726,0.554,5.0,-5.29,0.0917,0.0421,0.0,0.106,0.335,169.999
NASA,Ariana Grande,0.737,0.461,6.0,-6.887,0.293,0.447,0.0,0.268,0.481,75.005
needy,Ariana Grande,0.647,0.309,7.0,-7.948,0.0366,0.78,7.41e-06,0.202,0.195,87.045
bloodline,Ariana Grande,0.758,0.665,2.0,-5.188,0.0774,0.0815,0.000157,0.216,0.643,151.976
fake smile,Ariana Grande,0.45,0.619,9.0,-7.412,0.372,0.329,0.0,0.319,0.427,83.3
bad idea,Ariana Grande,0.847,0.58,1.0,-5.316,0.0723,0.0276,0.0548,0.1,0.575,137.995
ghostin,Ariana Grande,0.396,0.358,9.0,-8.294,0.0292,0.422,1.71e-05,0.19,0.111,103.807
make up,Ariana Grande,0.671,0.714,7.0,-5.373,0.21,0.0844,1.48e-06,0.0568,0.477,105.137
in my head,Ariana Grande,0.662,0.6,0.0,-6.402,0.0703,0.173,0.000137,0.109,0.331,134.979
"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines",juan karlos,0.314,0.505,8.0,-7.595,0.0374,0.0627,0.000509,0.117,0.201,76.759
"Naaalala Ka / Maging Sino Ka Man (Spotify Jams: OPM Love Songs - Recorded at Kodama Studios, Philippines)",Moira Dela Torre,0.491,0.101,0.0,-15.418,0.0531,0.952,2.39e-06,0.129,0.312,86.368
Who Do You Love,The Chainsmokers,0.51,0.835,3.0,-4.673,0.0447,0.00791,0.0,0.219,0.435,140.024
"214 - From ""Alone/Together""",JM De Guzman,0.351,0.35,6.0,-8.861,0.0291,0.268,0.0,0.155,0.204,79.588
Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack],December Avenue,0.523,0.699,11.0,-4.689,0.029,0.061,0.0,0.363,0.283,131.878
What A Time (feat. Niall Horan),Julia Michaels,0.516,0.467,0.0,-6.184,0.0302,0.662,0.0,0.0853,0.386,132.861
'Di Na Babalik,This Band,0.358,0.435,10.0,-7.265,0.0349,0.00819,0.000936,0.112,0.14,76.132
달라달라 DALLA DALLA,ITZY,0.79,0.853,11.0,-4.564,0.0666,0.00116,4.23e-05,0.329,0.713,125.0
"214 - Recorded at Kodama Studios, Philippines",Sarah Geronimo,0.337,0.126,10.0,-12.154,0.0353,0.904,0.00127,0.149,0.131,139.551
Mitsa (Salamat),Ben&Ben,0.441,0.654,9.0,-7.133,0.037,0.143,7.47e-06,0.0669,0.283,121.902
Dahan,December Avenue,0.516,0.529,10.0,-6.596,0.0257,0.318,0.0,0.198,0.295,129.973
"Pangako - Recorded at Kodama Studios, Philippines",Silent Sanctuary,0.344,0.405,2.0,-7.739,0.0289,0.621,0.136,0.195,0.385,73.667
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0.614,0.466,1.0,-9.881,0.0327,0.314,0.0,0.099,0.178,119.916
You're Still The One,Shania Twain,0.551,0.527,3.0,-7.119,0.0302,0.45,0.0,0.0867,0.642,133.758
Dati - Cover Version,Ben&Ben,0.617,0.62,7.0,-9.698,0.0408,0.414,0.0,0.0919,0.569,90.037
Please Me,Cardi B,0.747,0.57,1.0,-6.711,0.081,0.0642,0.0,0.0832,0.65,133.992
365,Zedd,0.745,0.693,2.0,-5.479,0.034,0.339,0.0,0.123,0.248,98.039
11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,0.464,0.852,11.0,-3.804,0.067,0.0116,0.0,0.108,0.233,160.075
Spoliarium,Eraserheads,0.367,0.428,8.0,-12.259,0.0308,0.562,3.23e-06,0.229,0.538,170.722
Better When You're Gone,David Guetta,0.647,0.795,1.0,-3.548,0.0372,0.0635,0.0,0.188,0.409,127.992
Think About You,Kygo,0.673,0.596,10.0,-7.891,0.0354,0.166,0.0,0.11,0.19,123.969
"Kapit (From ""Alone / Together"")",Armi Millare,0.381,0.323,1.0,-11.428,0.0272,0.743,2.38e-06,0.0769,0.417,87.622
Rock with You,Paolo Sandejas,0.567,0.334,8.0,-7.823,0.0322,0.653,0.0,0.113,0.178,169.898
Last Hurrah,Bebe Rexha,0.514,0.618,11.0,-4.585,0.0317,0.175,0.0,0.117,0.401,84.259
Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,0.727,0.852,1.0,-4.682,0.0803,0.166,0.0,0.122,0.922,110.017
"Kung Ayaw Mo Wag Mo - Recorded at Kodama Studios, Philippines",IV Of Spades,0.621,0.571,3.0,-8.095,0.03,0.449,0.0401,0.096,0.4,104.989
"Beautiful Girl - Recorded at Kodama Studios, Philippines",Ben&Ben,0.246,0.323,5.0,-9.469,0.0331,0.903,0.0,0.357,0.18,165.58
Filipina Girl,Billy Crawford,0.625,0.468,0.0,-7.59,0.255,0.649,0.0,0.0975,0.51,120.438
Con Calma,Daddy Yankee,0.737,0.86,8.0,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989
달라달라 (DALLA DALLA),ITZY,0.79,0.853,11.0,-4.564,0.0665,0.00116,4.23e-05,0.329,0.713,124.998
Don't Call Me Up,Mabel,0.674,0.881,9.0,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,0.541,0.468,10.0,-4.039,0.362,0.404,3.65e-06,0.358,0.69,95.266
Sucker,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958
CROWN,TOMORROW X TOGETHER,0.622,0.8,5.0,-5.819,0.0425,0.0505,0.0,0.0619,0.58,110.977
Our Summer,TOMORROW X TOGETHER,0.739,0.571,7.0,-5.537,0.0323,0.0028,0.0,0.165,0.246,107.98
Blue Orangeade,TOMORROW X TOGETHER,0.758,0.848,0.0,-3.601,0.0572,0.00611,0.0,0.143,0.42,111.015
No Sleep (feat. Bonn),Martin Garrix,0.44,0.635,11.0,-6.385,0.0326,0.129,0.0,0.121,0.327,128.133
wish you were gay,Billie Eilish,0.853,0.351,7.0,-10.198,0.241,0.39,9.38e-06,0.752,0.282,118.028
Cat & Dog,TOMORROW X TOGETHER,0.843,0.794,8.0,-3.013,0.147,0.0668,0.000223,0.104,0.319,160.001
My Bad,Khalid,0.645,0.568,5.0,-9.127,0.0823,0.543,0.266,0.257,0.391,84.999
Here With Me,Marshmello,0.791,0.565,5.0,-3.933,0.0439,0.0623,0.0,0.156,0.181,99.961
Sa Susunod Na Lang,PDL,0.595,0.57,5.0,-6.232,0.12,0.104,0.0,0.0899,0.721,84.929
So Am I,Ava Max,0.682,0.656,6.0,-4.67,0.0435,0.0737,0.0,0.353,0.607,130.089
Nandyan Agad Ako,Ex Battalion,0.799,0.529,9.0,-9.17,0.0615,0.661,0.0,0.0856,0.601,128.05
comethru (with Bea Miller),Jeremy Zucker,0.757,0.192,0.0,-11.842,0.0515,0.572,0.0,0.606,0.595,94.024
R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,0.764,0.752,8.0,-3.713,0.0711,0.18,0.0,0.0701,0.698,100.066
Undrunk,FLETCHER,0.679,0.572,5.0,-6.703,0.0781,0.455,2.41e-06,0.127,0.542,92.859
The Bones,Maren Morris,0.612,0.57,11.0,-6.642,0.0347,0.279,0.0,0.0963,0.335,77.004
Amatz,Shanti Dope,0.825,0.496,1.0,-8.562,0.0503,0.00817,0.000511,0.0827,0.185,127.987
No New Friends,Sia,0.724,0.702,7.0,-4.622,0.0429,0.0648,0.000256,0.121,0.688,106.044
Kontrabida,Pricetagg,0.737,0.791,1.0,-2.789,0.242,0.245,0.0,0.181,0.377,86.008
Happiness,Rex Orange County,0.399,0.235,5.0,-9.774,0.0334,0.734,1.56e-06,0.161,0.197,105.645
Nobody Knows,Russ,0.715,0.71,4.0,-9.504,0.432,0.445,0.000284,0.103,0.526,162.043
Bagay Tayo,ALLMO$T,0.804,0.557,0.0,-8.658,0.163,0.322,0.0,0.106,0.645,100.053
On My Way,Alan Walker,0.509,0.689,1.0,-4.929,0.102,0.0209,0.0,0.301,0.297,170.087
bad guy,Billie Eilish,0.701,0.425,7.0,-10.965,0.375,0.328,0.13,0.1,0.562,135.128
all the good girls go to hell,Billie Eilish,0.726,0.444,8.0,-8.922,0.372,0.283,0.143,0.177,0.569,185.044
Dalaga (Stripped),ALLMO$T,0.783,0.325,5.0,-14.723,0.151,0.764,7.51e-05,0.111,0.407,110.014
"Psycho, Pt. 2",Russ,0.766,0.548,10.0,-4.29,0.235,0.775,5.57e-06,0.1,0.424,82.944
xanny,Billie Eilish,0.521,0.125,9.0,-17.832,0.239,0.751,0.00207,0.265,0.0528,111.554
Old Town Road,Lil Nas X,0.908,0.517,1.0,-6.063,0.129,0.0361,1.73e-06,0.0949,0.471,136.019
I Don't Belong In This Club,Why Don't We,0.797,0.543,11.0,-5.744,0.0439,0.0202,0.0,0.0726,0.164,115.036
Self,Khalid,0.618,0.693,1.0,-7.889,0.333,0.44,0.759,0.101,0.439,143.98
Kills You Slowly,The Chainsmokers,0.696,0.429,1.0,-8.736,0.0554,0.0518,0.0,0.128,0.242,149.967
MONOPOLY (with Victoria Monét),Ariana Grande,0.892,0.507,0.0,-8.282,0.378,0.704,3.14e-05,0.109,0.695,143.96
Kill This Love,BLACKPINK,0.738,0.861,2.0,-4.141,0.237,0.32,0.00175,0.325,0.58,131.974
Don't Know What To Do,BLACKPINK,0.628,0.64,6.0,-4.164,0.049,0.0992,0.0,0.138,0.409,129.815
Kick It,BLACKPINK,0.764,0.787,1.0,-3.647,0.0445,0.0153,0.0,0.0736,0.381,124.949
Hope Not,BLACKPINK,0.561,0.422,4.0,-4.998,0.0267,0.444,0.0,0.0867,0.182,110.037
DDU-DU DDU-DU - Remix,BLACKPINK,0.68,0.906,11.0,-6.195,0.0734,0.0336,7.75e-05,0.077,0.68,145.041
Talk (feat. Disclosure),Khalid,0.9,0.4,0.0,-8.575,0.127,0.0516,0.0,0.0599,0.346,135.984
Outta My Head (with John Mayer),Khalid,0.729,0.545,0.0,-7.818,0.0316,0.0174,0.000274,0.369,0.514,103.012
Close To Me - Red Velvet Remix,Ellie Goulding,0.593,0.686,1.0,-6.58,0.0411,0.233,0.0,0.36,0.453,143.986
Don't Pretend (feat. SAFE),Khalid,0.697,0.551,11.0,-8.833,0.0815,0.258,0.00551,0.124,0.219,89.0
Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,0.465,0.592,4.0,-4.905,0.0293,0.0208,1.51e-06,0.0929,0.117,139.867
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,0.878,0.619,6.0,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041
Cool,Jonas Brothers,0.681,0.603,0.0,-5.533,0.0458,0.0105,0.0,0.159,0.643,79.007
Bon Bon Chocolat,EVERGLOW,0.719,0.828,6.0,-5.559,0.0613,0.0343,0.0,0.0747,0.634,139.927
SOS,Avicii,0.802,0.645,5.0,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001
Boy With Luv (feat. Halsey),BTS,0.645,0.862,11.0,-4.757,0.0965,0.0923,0.0,0.192,0.798,119.991
Mikrokosmos,BTS,0.58,0.858,8.0,-5.212,0.114,0.125,0.0,0.0502,0.475,174.039
Make It Right,BTS,0.638,0.703,7.0,-7.874,0.444,0.0104,0.0,0.132,0.261,105.766
HOME,BTS,0.633,0.799,7.0,-4.625,0.0429,0.0142,0.0,0.194,0.535,142.991
Jamais Vu,BTS,0.608,0.47,8.0,-6.73,0.0428,0.226,0.0,0.0963,0.241,81.0
Dionysus,BTS,0.502,0.91,7.0,-2.769,0.107,0.04,0.0,0.319,0.588,176.084
Intro : Persona,BTS,0.469,0.87,9.0,-4.475,0.342,0.0278,0.0,0.313,0.652,86.622
Urong Sulong,Alisson Shore,0.713,0.342,2.0,-8.613,0.0802,0.554,7.61e-06,0.113,0.662,79.977
Sixteen,Ellie Goulding,0.669,0.801,8.0,-5.445,0.136,0.268,0.0,0.0594,0.541,109.919
lovely,Billie Eilish,0.351,0.296,4.0,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
Earth,Lil Dicky,0.694,0.664,2.0,-4.649,0.05,0.639,0.0,0.0929,0.676,95.941
Power is Power,SZA,0.507,0.644,4.0,-7.485,0.0641,0.00413,0.0,0.217,0.172,179.913
FANCY,TWICE,0.697,0.874,5.0,-2.15,0.045,0.0122,0.0,0.627,0.775,132.022
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,0.591,0.705,9.0,-6.519,0.079,0.381,0.000116,0.131,0.27,121.799
STUCK IN MY HEAD,TWICE,0.544,0.778,0.0,-3.48,0.131,0.117,0.0,0.431,0.352,179.893
What I Like About You (feat. Theresa Rex),Jonas Blue,0.46,0.8,1.0,-3.584,0.05,0.289,6.16e-06,0.121,0.553,102.46
GIRLS LIKE US,TWICE,0.727,0.697,5.0,-4.381,0.0783,0.0479,0.0,0.422,0.694,97.988
okay,LANY,0.71,0.721,8.0,-7.674,0.214,0.0508,2.88e-06,0.152,0.555,119.919
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.614,0.839,0.0,-4.143,0.0702,0.0291,0.0,0.112,0.657,182.123
Drugs & The Internet,Lauv,0.454,0.583,2.0,-6.596,0.133,0.321,1.06e-05,0.332,0.216,89.134
Light It Up (with Tyga & Chris Brown),Marshmello,0.81,0.625,11.0,-3.593,0.071,0.0407,1.53e-06,0.118,0.598,100.019
Out Of Love,Alessia Cara,0.481,0.267,7.0,-9.249,0.0339,0.8,0.0,0.249,0.137,117.64
Power is Power (feat. The Weeknd & Travis Scott),SZA,0.507,0.644,4.0,-7.485,0.0641,0.00413,0.0,0.217,0.172,179.913
If I Can't Have You,Shawn Mendes,0.692,0.809,2.0,-4.198,0.0602,0.524,0.0,0.147,0.864,123.911
Pagtingin,Ben&Ben,0.669,0.42,2.0,-8.464,0.0253,0.506,0.0,0.404,0.523,95.049
Araw-Araw,Ben&Ben,0.475,0.424,11.0,-8.39,0.0295,0.582,0.0,0.234,0.224,140.903
3 Nights,Dominic Fike,0.815,0.518,7.0,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891
Homicide,Logic,0.722,0.764,10.0,-5.656,0.398,0.145,0.0,0.171,0.796,139.831
Nobela,Join The Club,0.358,0.548,8.0,-5.998,0.027,0.36,0.0,0.173,0.518,163.434
Truth Hurts,Lizzo,0.715,0.624,4.0,-3.046,0.114,0.11,0.0,0.123,0.412,158.087
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,5.0,-6.976,0.0566,0.179,1.23e-05,0.14,0.316,113.778
"A Whole New World (End Title) - From ""Aladdin""",ZAYN,0.302,0.414,2.0,-8.16,0.0319,0.0575,0.0,0.0861,0.105,110.508
I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6.0,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956
Homicide (feat. Eminem),Logic,0.694,0.759,10.0,-5.667,0.398,0.137,0.0,0.167,0.77,140.055
"Bat Ngayon?, Pt.1",CLR,0.835,0.497,9.0,-7.439,0.0985,0.609,0.000173,0.135,0.717,104.99
Falling Like The Stars,James Arthur,0.296,0.351,6.0,-9.538,0.0352,0.823,1.45e-06,0.11,0.19,177.06
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,0.6,0.666,11.0,-9.827,0.0394,0.102,0.0,0.118,0.566,99.989
Ikaw Lang,Kiyo,0.705,0.499,7.0,-8.554,0.0714,0.317,1.64e-05,0.131,0.5,79.992
